transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,transaction_dt
134,01/04/2019,11:49:29,3,17,189,Y,1,1,38,2,7.5,3.75,N,01/04/2019 11:49
135,01/04/2019,17:01:36,3,17,131,Y,1,1,40,1,3.75,3.75,N,01/04/2019 17:01
137,01/04/2019,11:10:04,3,17,264,Y,1,1,40,1,3.75,3.75,N,01/04/2019 11:10
138,01/04/2019,13:17:42,3,17,722,Y,1,1,38,1,3.75,3.75,N,01/04/2019 13:17
141,01/04/2019,14:07:25,3,17,302,Y,1,1,50,1,2.5,2.5,N,01/04/2019 14:07
143,01/04/2019,13:17:00,3,12,174,Y,1,1,59,2,9,4.5,N,01/04/2019 13:17
150,01/04/2019,12:24:53,3,17,604,Y,1,1,28,1,2,2,N,01/04/2019 12:24
156,01/04/2019,12:30:00,3,17,32,N,1,1,34,1,2.45,2.45,N,01/04/2019 12:30
156,01/04/2019,12:30:00,3,17,32,N,1,5,77,1,3,3,N,01/04/2019 12:30
162,01/04/2019,19:07:40,3,17,470,N,1,1,55,1,4,4,N,01/04/2019 19:07
165,01/04/2019,16:44:46,3,12,127,Y,1,1,54,2,5,2.5,N,01/04/2019 16:44
175,01/04/2019,19:54:12,3,17,553,Y,1,1,47,1,3,3,N,01/04/2019 19:54
180,01/04/2019,17:52:36,3,17,518,Y,1,1,45,2,6,3,N,01/04/2019 17:52
199,01/04/2019,14:24:55,3,12,112,Y,1,1,41,2,8.5,4.25,N,01/04/2019 14:24
199,01/04/2019,14:24:55,3,12,112,Y,1,5,79,1,3.75,3.75,N,01/04/2019 14:24
202,01/04/2019,17:26:58,3,17,437,N,1,1,37,2,6,3,N,01/04/2019 17:26
212,01/04/2019,17:03:21,3,17,552,N,1,1,50,1,2.5,2.5,N,01/04/2019 17:03
219,01/04/2019,15:03:55,3,12,194,Y,1,1,43,1,3,3,N,01/04/2019 15:03
224,01/04/2019,14:54:27,3,17,788,N,1,1,38,2,7.5,3.75,N,01/04/2019 14:54
226,01/04/2019,16:30:12,3,12,533,Y,1,1,40,1,3.75,3.75,N,01/04/2019 16:30
227,01/04/2019,12:09:11,3,17,521,N,1,1,28,2,4,2,N,01/04/2019 12:09
238,01/04/2019,15:48:10,3,17,512,Y,1,1,41,1,4.25,4.25,N,01/04/2019 15:48
247,01/04/2019,19:04:32,3,17,178,Y,1,1,23,1,2.5,2.5,N,01/04/2019 19:04
248,01/04/2019,14:30:49,3,12,416,Y,1,1,32,2,6,3,N,01/04/2019 14:30
249,01/04/2019,11:15:38,3,12,22,Y,1,1,52,1,2.5,2.5,N,01/04/2019 11:15
260,01/04/2019,18:14:31,3,12,642,Y,1,1,61,2,9.5,4.75,N,01/04/2019 18:14
262,01/04/2019,11:52:08,3,12,189,N,1,1,58,1,3.5,3.5,N,01/04/2019 11:52
268,01/04/2019,16:04:10,3,17,223,N,1,1,42,2,5,2.5,N,01/04/2019 16:04
269,01/04/2019,19:25:00,3,12,40,Y,1,1,53,1,3,3,N,01/04/2019 19:25
270,01/04/2019,11:27:00,3,17,344,N,1,1,49,1,3,3,N,01/04/2019 11:27
276,01/04/2019,16:10:37,3,12,401,N,1,1,42,2,5,2.5,N,01/04/2019 16:10
281,01/04/2019,11:27:06,3,12,189,N,1,1,31,2,4.4,2.2,N,01/04/2019 11:27
290,01/04/2019,14:58:35,3,12,517,N,1,1,43,1,3,3,N,01/04/2019 14:58
296,01/04/2019,14:49:18,3,17,328,Y,1,1,39,1,4.25,4.25,N,01/04/2019 14:49
296,01/04/2019,14:49:18,3,17,328,Y,1,5,79,1,3.75,3.75,N,01/04/2019 14:49
297,01/04/2019,12:05:26,3,12,331,N,1,1,48,2,5,2.5,N,01/04/2019 12:05
298,01/04/2019,18:30:05,3,17,414,N,1,1,55,2,8,4,N,01/04/2019 18:30
317,01/04/2019,19:57:08,3,12,567,N,1,1,48,1,2.5,2.5,N,01/04/2019 19:57
325,01/04/2019,19:23:13,3,12,526,N,1,1,22,2,4,2,N,01/04/2019 19:23
326,01/04/2019,12:05:31,3,12,659,N,1,1,52,2,5,2.5,N,01/04/2019 12:05
334,01/04/2019,18:12:37,3,17,492,N,1,1,25,2,4.4,2.2,N,01/04/2019 18:12
337,01/04/2019,18:14:17,3,17,655,Y,1,1,39,2,8.5,4.25,N,01/04/2019 18:14
344,01/04/2019,17:28:16,3,12,500,Y,1,1,41,1,4.25,4.25,N,01/04/2019 17:28
357,01/04/2019,15:34:10,3,12,530,N,1,1,41,2,8.5,4.25,N,01/04/2019 15:34
357,01/04/2019,15:34:10,3,12,530,N,1,5,76,1,3.5,3.5,N,01/04/2019 15:34
360,01/04/2019,15:30:57,3,17,114,Y,1,1,38,2,7.5,3.75,N,01/04/2019 15:30
366,01/04/2019,18:33:47,3,17,301,N,1,1,51,1,3,3,N,01/04/2019 18:33
384,01/04/2019,16:04:18,3,17,602,Y,1,1,54,2,5,2.5,N,01/04/2019 16:04
385,01/04/2019,11:32:46,3,12,565,Y,1,1,31,2,4.4,2.2,N,01/04/2019 11:32
389,01/04/2019,17:00:27,3,12,335,Y,1,1,29,1,2.5,2.5,N,01/04/2019 17:00
390,01/04/2019,12:20:37,3,12,52,Y,1,1,25,1,2.2,2.2,N,01/04/2019 12:20
391,01/04/2019,18:05:52,3,12,216,N,1,1,33,2,7,3.5,N,01/04/2019 18:05
391,01/04/2019,18:05:52,3,12,216,N,1,5,79,1,3.75,3.75,N,01/04/2019 18:05
396,01/04/2019,14:45:31,3,17,550,Y,1,1,47,1,3,3,N,01/04/2019 14:45
405,01/04/2019,19:31:31,3,17,481,N,1,1,26,2,6,3,N,01/04/2019 19:31
411,01/04/2019,12:23:27,3,12,516,N,1,1,22,2,4,2,N,01/04/2019 12:23
413,01/04/2019,16:03:50,3,17,508,N,1,1,31,1,2.2,2.2,N,01/04/2019 16:03
413,01/04/2019,16:03:50,3,17,508,N,1,5,76,1,3.5,3.5,N,01/04/2019 16:03
421,01/04/2019,19:52:28,3,17,717,N,1,1,34,2,4.9,2.45,N,01/04/2019 19:52
422,01/04/2019,14:14:08,3,17,641,Y,1,1,26,1,3,3,N,01/04/2019 14:14
426,01/04/2019,15:45:16,3,17,525,N,1,1,46,2,5,2.5,N,01/04/2019 15:45
427,01/04/2019,19:03:00,3,12,384,Y,1,1,22,1,2,2,N,01/04/2019 19:03
429,01/04/2019,12:56:59,3,17,784,Y,1,1,47,1,3,3,N,01/04/2019 12:56
434,01/04/2019,17:26:52,3,12,383,N,1,1,26,2,6,3,N,01/04/2019 17:26
446,01/04/2019,12:15:02,3,12,659,Y,1,1,50,2,5,2.5,N,01/04/2019 12:15
447,01/04/2019,14:51:44,3,17,235,Y,1,1,30,1,3,3,N,01/04/2019 14:51
451,01/04/2019,12:55:25,3,12,319,Y,1,1,49,1,3,3,N,01/04/2019 12:55
457,01/04/2019,16:17:06,3,12,647,N,1,1,34,2,4.9,2.45,N,01/04/2019 16:17
459,01/04/2019,18:09:04,3,17,320,Y,1,1,35,1,3.1,3.1,N,01/04/2019 18:09
461,01/04/2019,17:54:11,3,17,326,Y,1,1,56,2,5.1,2.55,N,01/04/2019 17:54
470,01/04/2019,18:38:00,3,12,122,Y,1,1,41,1,4.25,4.25,N,01/04/2019 18:38
474,01/04/2019,18:13:09,3,12,453,Y,1,1,59,1,4.5,4.5,N,01/04/2019 18:13
480,01/04/2019,16:37:34,3,17,185,N,1,1,26,2,6,3,N,01/04/2019 16:37
483,01/04/2019,19:15:15,3,12,393,N,1,1,55,1,4,4,N,01/04/2019 19:15
490,01/04/2019,16:24:40,3,12,392,Y,1,1,47,2,6,3,N,01/04/2019 16:24
490,01/04/2019,16:24:40,3,12,392,Y,1,5,74,1,3.5,3.5,N,01/04/2019 16:24
494,01/04/2019,18:25:42,3,12,241,N,1,1,35,1,3.1,3.1,N,01/04/2019 18:25
495,01/04/2019,18:51:23,3,17,777,N,1,1,24,2,6,3,N,01/04/2019 18:51
497,01/04/2019,16:49:38,3,12,407,Y,1,1,52,1,2.5,2.5,N,01/04/2019 16:49
501,01/04/2019,16:16:43,3,17,659,N,1,1,39,1,4.25,4.25,N,01/04/2019 16:16
510,01/04/2019,15:15:17,3,12,288,Y,1,1,35,2,6.2,3.1,N,01/04/2019 15:15
510,01/04/2019,15:15:17,3,12,288,Y,1,5,79,1,3.75,3.75,N,01/04/2019 15:15
511,01/04/2019,18:07:54,3,12,15,N,1,1,26,2,6,3,N,01/04/2019 18:07
513,01/04/2019,11:08:11,3,17,486,Y,1,1,59,1,4.5,4.5,N,01/04/2019 11:08
516,01/04/2019,16:02:33,3,12,206,Y,1,1,43,2,6,3,N,01/04/2019 16:02
516,01/04/2019,16:02:33,3,12,206,Y,1,5,71,1,3.75,3.75,N,01/04/2019 16:02
523,01/04/2019,14:00:44,3,17,315,N,1,1,25,1,2.2,2.2,N,01/04/2019 14:00
528,01/04/2019,17:12:46,3,17,197,Y,1,1,55,2,8,4,N,01/04/2019 17:12
529,01/04/2019,19:49:37,3,12,329,N,1,1,36,1,3.75,3.75,N,01/04/2019 19:49
530,01/04/2019,19:28:35,3,17,184,Y,1,1,55,1,4,4,N,01/04/2019 19:28
534,01/04/2019,18:52:34,3,17,474,N,1,1,22,1,2,2,N,01/04/2019 18:52
537,01/04/2019,12:18:27,3,17,706,Y,1,1,38,1,3.75,3.75,N,01/04/2019 12:18
539,01/04/2019,17:18:36,3,17,384,Y,1,1,29,1,2.5,2.5,N,01/04/2019 17:18
541,01/04/2019,19:17:34,3,12,537,Y,1,1,52,2,5,2.5,N,01/04/2019 19:17
546,01/04/2019,18:49:48,3,17,128,N,1,1,27,1,3.5,3.5,N,01/04/2019 18:49
550,01/04/2019,11:12:39,3,17,349,Y,1,1,22,2,4,2,N,01/04/2019 11:12
554,01/04/2019,17:11:09,3,17,245,N,1,1,25,1,2.2,2.2,N,01/04/2019 17:11
555,01/04/2019,18:23:47,3,17,244,N,1,1,32,2,6,3,N,01/04/2019 18:23
558,01/04/2019,13:44:48,3,12,65,Y,1,1,56,1,2.55,2.55,N,01/04/2019 13:44
562,01/04/2019,13:03:13,3,12,616,N,1,1,43,2,6,3,N,01/04/2019 13:03
565,01/04/2019,11:45:11,3,12,284,N,1,1,51,2,6,3,N,01/04/2019 11:45
566,01/04/2019,12:20:16,3,17,384,Y,1,1,60,2,7.5,3.75,N,01/04/2019 12:20
575,01/04/2019,17:41:55,3,17,269,N,1,1,55,2,8,4,N,01/04/2019 17:41
575,01/04/2019,17:41:55,3,17,269,N,1,5,71,1,3.75,3.75,N,01/04/2019 17:41
580,01/04/2019,11:15:17,3,17,736,N,1,1,54,2,5,2.5,N,01/04/2019 11:15
585,01/04/2019,17:58:05,3,17,385,N,1,1,52,2,5,2.5,N,01/04/2019 17:58
586,01/04/2019,15:14:19,3,12,25,Y,1,1,26,2,6,3,N,01/04/2019 15:14
588,01/04/2019,12:45:52,3,17,200,Y,1,1,28,2,4,2,N,01/04/2019 12:45
590,01/04/2019,16:39:24,3,17,450,Y,1,1,36,1,3.75,3.75,N,01/04/2019 16:39
591,01/04/2019,16:32:46,3,17,644,N,1,1,51,2,6,3,N,01/04/2019 16:32
593,01/04/2019,18:18:10,3,17,482,N,1,1,59,1,4.5,4.5,N,01/04/2019 18:18
599,01/04/2019,12:58:29,3,12,83,N,1,1,41,1,4.25,4.25,N,01/04/2019 12:58
601,01/04/2019,11:47:57,3,17,199,N,1,1,23,1,2.5,2.5,N,01/04/2019 11:47
601,01/04/2019,11:47:57,3,17,199,N,1,5,69,1,3.25,3.25,N,01/04/2019 11:47
602,01/04/2019,16:22:38,3,12,425,N,1,1,22,1,2,2,N,01/04/2019 16:22
610,01/04/2019,15:30:16,3,12,222,Y,1,1,43,1,3,3,N,01/04/2019 15:30
611,01/04/2019,11:17:40,3,17,776,N,1,1,51,2,6,3,N,01/04/2019 11:17
616,01/04/2019,11:30:18,3,12,190,N,1,1,30,2,6,3,N,01/04/2019 11:30
625,01/04/2019,18:34:46,3,12,729,Y,1,1,25,2,4.4,2.2,N,01/04/2019 18:34
625,01/04/2019,18:34:46,3,12,729,Y,1,5,77,1,3,3,N,01/04/2019 18:34
641,01/04/2019,16:48:51,3,12,749,Y,1,1,59,1,4.5,4.5,N,01/04/2019 16:48
646,01/04/2019,18:16:21,3,12,281,Y,1,1,54,2,5,2.5,N,01/04/2019 18:16
660,01/04/2019,19:58:29,3,17,362,Y,1,1,55,1,4,4,N,01/04/2019 19:58
675,01/04/2019,15:29:24,3,17,271,Y,1,1,57,1,3.1,3.1,N,01/04/2019 15:29
675,01/04/2019,15:29:24,3,17,271,Y,1,5,70,1,3.25,3.25,N,01/04/2019 15:29
676,01/04/2019,11:09:01,3,12,289,N,1,1,59,1,4.5,4.5,N,01/04/2019 11:09
677,01/04/2019,14:01:57,3,12,124,Y,1,1,36,2,7.5,3.75,N,01/04/2019 14:01
684,01/04/2019,11:57:17,3,12,693,Y,1,1,37,2,6,3,N,01/04/2019 11:57
691,01/04/2019,17:39:57,3,12,602,N,1,1,25,1,2.2,2.2,N,01/04/2019 17:39
691,01/04/2019,17:39:57,3,12,602,N,1,5,77,1,3,3,N,01/04/2019 17:39
693,01/04/2019,18:13:19,3,17,376,Y,1,1,60,2,7.5,3.75,N,01/04/2019 18:13
694,01/04/2019,14:19:10,3,12,251,Y,1,1,60,1,3.75,3.75,N,01/04/2019 14:19
703,01/04/2019,13:21:23,3,17,459,N,1,1,38,2,7.5,3.75,N,01/04/2019 13:21
709,01/04/2019,12:30:46,3,17,120,N,1,1,44,2,5,2.5,N,01/04/2019 12:30
711,01/04/2019,18:34:56,3,12,136,N,1,1,60,2,7.5,3.75,N,01/04/2019 18:34
724,01/04/2019,13:05:56,3,17,596,Y,1,1,58,1,3.5,3.5,N,01/04/2019 13:05
725,01/04/2019,19:25:42,3,17,393,N,1,1,55,1,4,4,N,01/04/2019 19:25
728,01/04/2019,16:31:22,3,17,126,N,1,1,51,2,6,3,N,01/04/2019 16:31
737,01/04/2019,15:01:21,3,12,162,N,1,1,34,2,4.9,2.45,N,01/04/2019 15:01
739,01/04/2019,12:46:22,3,17,230,Y,1,1,56,1,2.55,2.55,N,01/04/2019 12:46
755,01/04/2019,18:43:42,3,12,290,Y,1,1,25,1,2.2,2.2,N,01/04/2019 18:43
766,01/04/2019,15:09:37,3,12,119,Y,1,1,22,1,2,2,N,01/04/2019 15:09
770,01/04/2019,17:22:29,3,17,332,N,1,1,58,2,7,3.5,N,01/04/2019 17:22
771,01/04/2019,16:38:05,3,12,138,Y,1,1,35,1,3.1,3.1,N,01/04/2019 16:38
777,01/04/2019,14:35:47,3,17,361,N,1,1,55,1,4,4,N,01/04/2019 14:35
778,01/04/2019,15:10:55,3,17,488,N,1,1,42,1,2.5,2.5,N,01/04/2019 15:10
780,01/04/2019,14:05:30,3,12,222,Y,1,1,60,1,3.75,3.75,N,01/04/2019 14:05
782,01/04/2019,18:00:34,3,17,141,Y,1,1,53,1,3,3,N,01/04/2019 18:00
789,01/04/2019,18:31:25,3,12,505,N,1,1,41,2,8.5,4.25,N,01/04/2019 18:31
790,01/04/2019,12:42:26,3,17,139,Y,1,1,53,1,3,3,N,01/04/2019 12:42
793,01/04/2019,13:09:20,3,17,473,N,1,1,26,1,3,3,N,01/04/2019 13:09
798,01/04/2019,19:29:01,3,17,329,Y,1,1,44,2,5,2.5,N,01/04/2019 19:29
803,01/04/2019,11:26:24,3,17,600,N,1,1,49,2,6,3,N,01/04/2019 11:26
807,01/04/2019,16:47:11,3,17,796,N,1,1,26,2,6,3,N,01/04/2019 16:47
809,01/04/2019,16:51:18,3,12,52,N,1,1,37,2,6,3,N,01/04/2019 16:51
810,01/04/2019,18:51:41,3,17,702,Y,1,1,28,1,2,2,N,01/04/2019 18:51
820,01/04/2019,19:21:29,3,12,466,N,1,1,51,1,3,3,N,01/04/2019 19:21
820,01/04/2019,19:21:29,3,12,466,N,1,5,74,1,3.5,3.5,N,01/04/2019 19:21
823,01/04/2019,19:32:22,3,17,24,Y,1,1,47,1,3,3,N,01/04/2019 19:32
828,01/04/2019,11:14:07,3,12,456,Y,1,1,52,1,2.5,2.5,N,01/04/2019 11:14
831,01/04/2019,19:38:46,3,12,406,N,1,1,55,2,8,4,N,01/04/2019 19:38
855,01/04/2019,15:12:22,3,12,637,N,1,1,24,1,3,3,N,01/04/2019 15:12
859,01/04/2019,17:44:28,3,12,209,Y,1,1,27,2,7,3.5,N,01/04/2019 17:44
859,01/04/2019,17:44:28,3,12,209,Y,1,5,74,1,3.5,3.5,N,01/04/2019 17:44
861,01/04/2019,13:09:03,3,17,438,Y,1,1,35,1,3.1,3.1,N,01/04/2019 13:09
869,01/04/2019,16:42:12,3,17,536,Y,1,1,36,2,7.5,3.75,N,01/04/2019 16:42
873,01/04/2019,19:07:26,3,17,550,Y,1,1,46,1,2.5,2.5,N,01/04/2019 19:07
873,01/04/2019,19:07:26,3,17,550,Y,1,5,78,1,4.5,4.5,N,01/04/2019 19:07
889,01/04/2019,16:58:31,3,12,548,N,1,1,45,2,6,3,N,01/04/2019 16:58
889,01/04/2019,16:58:31,3,12,548,N,1,5,70,1,3.25,3.25,N,01/04/2019 16:58
891,01/04/2019,12:12:21,3,17,662,Y,1,1,34,2,4.9,2.45,N,01/04/2019 12:12
891,01/04/2019,12:12:21,3,17,662,Y,1,5,71,1,3.75,3.75,N,01/04/2019 12:12
901,01/04/2019,15:09:38,3,12,341,Y,1,1,29,1,2.5,2.5,N,01/04/2019 15:09
901,01/04/2019,15:09:38,3,12,341,Y,1,5,71,1,3.75,3.75,N,01/04/2019 15:09
902,01/04/2019,13:23:54,3,17,685,N,1,1,58,2,7,3.5,N,01/04/2019 13:23
917,01/04/2019,19:10:16,3,12,631,Y,1,1,27,2,7,3.5,N,01/04/2019 19:10
919,01/04/2019,19:06:41,3,17,675,N,1,1,54,1,2.5,2.5,N,01/04/2019 19:06
921,01/04/2019,11:44:31,3,12,773,N,1,1,56,1,2.55,2.55,N,01/04/2019 11:44
923,01/04/2019,13:44:26,3,17,740,N,1,1,57,1,3.1,3.1,N,01/04/2019 13:44
924,01/04/2019,12:58:53,3,17,743,N,1,1,57,2,6.2,3.1,N,01/04/2019 12:58
932,01/04/2019,15:55:09,3,12,296,N,1,1,44,2,5,2.5,N,01/04/2019 15:55
944,01/04/2019,19:25:57,3,17,63,Y,1,1,50,2,5,2.5,N,01/04/2019 19:25
944,01/04/2019,19:25:57,3,17,63,Y,1,5,69,1,3.25,3.25,N,01/04/2019 19:25
946,01/04/2019,12:04:37,3,17,563,N,1,1,47,2,6,3,N,01/04/2019 12:04
948,01/04/2019,16:18:56,3,17,424,N,1,1,61,1,4.75,4.75,N,01/04/2019 16:18
960,01/04/2019,14:07:56,3,12,382,Y,1,1,23,1,2.5,2.5,N,01/04/2019 14:07
964,01/04/2019,12:33:20,3,12,608,Y,1,1,54,2,5,2.5,N,01/04/2019 12:33
968,01/04/2019,18:22:07,3,17,497,Y,1,1,53,1,3,3,N,01/04/2019 18:22
969,01/04/2019,15:19:19,3,17,313,N,1,1,43,1,3,3,N,01/04/2019 15:19
984,01/04/2019,15:17:06,3,12,81,N,1,1,53,1,3,3,N,01/04/2019 15:17
988,01/04/2019,16:58:33,3,12,384,Y,1,1,37,1,3,3,N,01/04/2019 16:58
993,01/04/2019,13:42:10,3,12,398,N,1,1,43,1,3,3,N,01/04/2019 13:42
994,01/04/2019,15:50:59,3,17,44,N,1,1,39,1,4.25,4.25,N,01/04/2019 15:50
1000,01/04/2019,16:07:20,3,17,732,N,1,1,23,2,5,2.5,N,01/04/2019 16:07
1010,01/04/2019,16:17:52,3,17,430,N,1,1,29,2,5,2.5,N,01/04/2019 16:17
1014,01/04/2019,13:19:36,3,12,601,N,1,1,23,1,2.5,2.5,N,01/04/2019 13:19
1015,01/04/2019,11:40:26,3,12,7,N,1,1,52,2,5,2.5,N,01/04/2019 11:40
1017,01/04/2019,11:15:33,3,17,318,Y,1,1,54,1,2.5,2.5,N,01/04/2019 11:15
1018,01/04/2019,19:39:00,3,17,467,Y,1,1,47,2,6,3,N,01/04/2019 19:39
1023,01/04/2019,15:27:11,3,12,434,Y,1,1,58,2,7,3.5,N,01/04/2019 15:27
1033,01/04/2019,14:53:00,3,12,781,N,1,1,43,1,3,3,N,01/04/2019 14:53
1042,01/04/2019,19:45:16,3,12,316,N,1,1,41,1,4.25,4.25,N,01/04/2019 19:45
1046,01/04/2019,19:38:00,3,12,399,N,1,1,33,1,3.5,3.5,N,01/04/2019 19:38
1051,01/04/2019,19:04:14,3,17,403,Y,1,1,29,2,5,2.5,N,01/04/2019 19:04
1052,01/04/2019,17:59:05,3,12,685,N,1,1,48,1,2.5,2.5,N,01/04/2019 17:59
1057,01/04/2019,15:44:32,3,17,409,N,1,1,44,2,5,2.5,N,01/04/2019 15:44
1057,01/04/2019,15:44:32,3,17,409,N,1,5,78,1,4.5,4.5,N,01/04/2019 15:44
1064,01/04/2019,17:32:16,3,12,557,Y,1,1,38,2,7.5,3.75,N,01/04/2019 17:32
1065,01/04/2019,12:33:35,3,17,231,Y,1,1,29,2,5,2.5,N,01/04/2019 12:33
1071,01/04/2019,11:36:00,3,17,571,N,1,1,40,2,7.5,3.75,N,01/04/2019 11:36
1072,01/04/2019,16:20:47,3,12,235,Y,1,1,41,1,4.25,4.25,N,01/04/2019 16:20
1088,01/04/2019,15:59:51,3,17,226,N,1,1,50,2,5,2.5,N,01/04/2019 15:59
1093,01/04/2019,16:03:30,3,17,745,N,1,1,34,2,4.9,2.45,N,01/04/2019 16:03
1094,01/04/2019,15:01:50,3,12,355,Y,1,1,27,1,3.5,3.5,N,01/04/2019 15:01
1095,01/04/2019,13:40:47,3,17,177,Y,1,1,54,2,5,2.5,N,01/04/2019 13:40
1096,01/04/2019,17:15:12,3,12,379,N,1,1,59,1,4.5,4.5,N,01/04/2019 17:15
1108,01/04/2019,11:36:56,3,17,654,Y,1,1,55,1,4,4,N,01/04/2019 11:36
1114,01/04/2019,17:10:35,3,12,428,N,1,1,59,1,4.5,4.5,N,01/04/2019 17:10
1116,01/04/2019,17:29:08,3,12,402,Y,1,1,37,1,3,3,N,01/04/2019 17:29
1117,01/04/2019,18:10:03,3,12,179,Y,1,1,58,1,3.5,3.5,N,01/04/2019 18:10
1120,01/04/2019,14:45:37,3,17,536,N,1,1,38,1,3.75,3.75,N,01/04/2019 14:45
1123,01/04/2019,12:09:46,3,17,299,N,1,1,26,2,6,3,N,01/04/2019 12:09
1125,01/04/2019,12:50:28,3,12,184,Y,1,1,32,2,6,3,N,01/04/2019 12:50
1145,01/04/2019,12:13:07,3,12,328,N,1,1,42,1,2.5,2.5,N,01/04/2019 12:13
1146,01/04/2019,17:22:36,3,17,574,N,1,1,36,1,3.75,3.75,N,01/04/2019 17:22
1151,01/04/2019,13:41:09,3,12,337,N,1,1,42,2,5,2.5,N,01/04/2019 13:41
1167,01/04/2019,17:51:22,3,12,5,N,1,1,53,1,3,3,N,01/04/2019 17:51
1169,01/04/2019,13:52:28,3,12,669,Y,1,1,56,2,5.1,2.55,N,01/04/2019 13:52
1169,01/04/2019,13:52:28,3,12,669,Y,1,5,70,1,3.25,3.25,N,01/04/2019 13:52
1182,01/04/2019,19:18:58,3,12,80,Y,1,1,53,1,3,3,N,01/04/2019 19:18
1185,01/04/2019,12:40:00,3,17,490,N,1,1,37,2,6,3,N,01/04/2019 12:40
1185,01/04/2019,12:40:00,3,17,490,N,1,5,69,1,3.25,3.25,N,01/04/2019 12:40
1187,01/04/2019,12:48:08,3,17,567,Y,1,1,38,2,7.5,3.75,N,01/04/2019 12:48
1195,01/04/2019,11:50:23,3,17,222,Y,1,1,36,2,7.5,3.75,N,01/04/2019 11:50
1198,01/04/2019,15:44:22,3,12,408,Y,1,1,38,2,7.5,3.75,N,01/04/2019 15:44
1201,01/04/2019,16:56:48,3,12,85,N,1,1,28,1,2,2,N,01/04/2019 16:56
1206,01/04/2019,15:52:23,3,12,540,N,1,1,29,2,5,2.5,N,01/04/2019 15:52
1207,01/04/2019,12:36:17,3,12,55,N,1,1,40,2,7.5,3.75,N,01/04/2019 12:36
1207,01/04/2019,12:36:17,3,12,55,N,1,5,71,1,3.75,3.75,N,01/04/2019 12:36
1209,01/04/2019,17:29:25,3,17,2,Y,1,1,46,1,2.5,2.5,N,01/04/2019 17:29
1209,01/04/2019,17:29:25,3,17,2,Y,1,5,75,1,3.5,3.5,N,01/04/2019 17:29
1210,01/04/2019,19:41:15,3,12,135,N,1,1,51,1,3,3,N,01/04/2019 19:41
1230,01/04/2019,15:27:54,3,12,227,N,1,1,56,1,2.55,2.55,N,01/04/2019 15:27
1233,01/04/2019,15:42:49,3,17,305,N,1,1,40,1,3.75,3.75,N,01/04/2019 15:42
1238,01/04/2019,12:43:33,3,17,453,Y,1,1,29,1,2.5,2.5,N,01/04/2019 12:43
1247,01/04/2019,11:33:29,3,12,146,Y,1,1,45,1,3,3,N,01/04/2019 11:33
1247,01/04/2019,11:33:29,3,12,146,Y,1,5,74,1,3.5,3.5,N,01/04/2019 11:33
1257,01/04/2019,13:35:04,3,12,646,N,1,1,30,2,6,3,N,01/04/2019 13:35
1261,01/04/2019,14:02:12,3,12,770,Y,1,1,49,1,3,3,N,01/04/2019 14:02
